"","QKEY","INTERVIEW_START_W70","INTERVIEW_END_W70","DEVICE_TYPE_W70","LANG_W70","XATTEND_W70","FORM_W70","SPIRIT1_a_W70","SPIRIT1_b_W70","SPIRIT1_c_W70","SPIRIT1_d_W70","SPIRIT2_a_W70","SPIRIT2_b_W70","SPIRIT2_c_W70","SPIRIT2_d_W70","COVIDRF_W70","COVIDVOL1_a_W70","COVIDVOL1_b_W70","COVIDVOL1_c_W70","COVIDVOL2_a_W70","COVIDVOL2_b_W70","COVIDVOL2_c_W70","BRAND1_W70","BRAND2_W70","BRAND3_a_W70","BRAND3_b_W70","ATTENDMONTH_W70","ATTENDONLINE_W70","ATTENDFUT1_W70","ATTENDFUT2_W70","COVIDCONG2_W70","COVIDCONG3_W70","COVIDCONG4_W70","CONGRESTRICT1_a_W70","CONGRESTRICT1_b_W70","CONGRESTRICT1_c_W70","CONGRESTRICT1_d_W70","CONGRESTRICT2_a_W70","CONGRESTRICT2_b_W70","CONGRESTRICT2_c_W70","CONGRESTRICT2_d_W70","ATTENDCONF_W70","CONGDONATE_W70","ONLINESATIS_W70","ONLINEOTH_W70","ONLINESERV_W70","SERMONISSUE_a_W70","SERMONISSUE_b_W70","SERMONISSUE_c_W70","SERMONISSUE_d_W70","SERMONISSUE_e_W70","SERMONISSUE_f_W70","SERMONISSUE_g_W70","SERMONTRUMP_W70","SERMONBIDEN_W70","COVIDLESSON1_W70","COVIDLESSON2_W70","COVIDTHREAT_a_W70","COVIDTHREAT_b_W70","COVIDTHREAT_c_W70","COVIDTHREAT_d_W70","SNSUSE_W70","CONTACTTRAC1_W70","CONTACTTRAC2_W70","CONTACTPHONEF1_W70","CONTACTHOMEF2_W70","CTKNOW1_W70","SECUR1_W70","SHAREINFO1_a_W70","SHAREINFO1_b_W70","SHAREINFO1_c_W70","HEALTHRECF1_W70","WHYNOTQUARF1_a_W70","WHYNOTQUARF1_b_W70","WHYNOTQUARF1_c_W70","WHYNOTQUARF1_d_W70","WHYNOTQUARF1_e_W70","HEALTHRECF2_W70","WHYDIFFICULTF2_a_W70","WHYDIFFICULTF2_b_W70","WHYDIFFICULTF2_c_W70","WHYDIFFICULTF2_d_W70","WHYDIFFICULTF2_e_W70","RECSAFE_a_W70","RECSAFE_b_W70","RECSAFE_c_W70","RECSAFE_d_W70","RECSAFE_e_W70","CVDATAACCEPT_a_W70","CVDATAACCEPT_b_W70","CVDATAACCEPT_c_W70","CVDATAACCEPT_d_W70","SOCIALPOL_W70","SNSRATE_W70","CHOICE1_W70","QCHANGE1_W70","SOCEFF1_a_W70","SOCEFF1_b_W70","SOCEFF1_c_W70","SOCEFF1_d_W70","SOCEFF1_e_W70","ELECTFTGSNSINT_W70","TALKDISASNSINT_W70","TALKCMNSNSINT_W70","SM9_a_W70","SM9_b_W70","SM9_c_W70","SM9_d_W70","SM9_e_W70","PARTY_W70","PARTYLN_W70","PARTYSTR_W70","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_RELTRAD","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","F_HISP_ORIGIN","F_YEARSINUS","F_PARTYSUMIDEO","WEIGHT_W70"
"31",105959,2020-07-14 20:51:03,2020-07-14 21:06:56,1,1,2,1,5,5,1,3,1,5,3,1,1,2,2,1,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,1,2,NA,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,1,2,3,1,2,2,1,1,3,3,1,4,2,1,2,2,2,1,2,2,1,2,NA,1,1,4,9,3,2,1,6,2,1,1,1,1,2,2,2,10000,5,2,NA,2,3,3,1,4,1,1,6,1,4,0.267956185105756
"32",106068,2020-07-15 02:46:35,2020-07-15 03:02:09,1,1,2,2,5,5,4,1,5,5,4,1,1,2,2,1,2,2,2,1,1,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,2,1,3,NA,1,1,3,1,1,4,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,2,1,NA,2,2,4,4,4,4,NA,2,1,NA,2,4,2,4,2,NA,NA,NA,2,1,2,4,1,2,NA,2,1,1,2,4,1,1,6,2,1,1,1,1,1,9,NA,1e+05,6,2,NA,2,8,1,1,5,1,1,6,1,4,0.251315807185906
"33",106180,2020-07-14 21:48:32,2020-07-14 22:12:57,2,1,1,1,5,5,2,3,1,1,2,2,2,1,1,1,2,2,2,3,1,2,1,1,1,3,3,1,2,1,1,2,1,1,NA,NA,NA,NA,1,1,1,3,1,2,2,1,2,2,1,2,4,4,1,1,3,3,1,3,1,2,2,3,NA,2,3,4,4,4,3,3,3,2,1,3,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,3,1,1,NA,1,1,3,7,3,1,2,4,2,1,1,1,1,1,1,1,1100,1,1,NA,1,6,2,1,1,1,1,6,1,1,0.743009489774365
"34",106444,2020-07-14 21:35:33,2020-07-14 21:46:50,1,1,2,1,4,4,2,1,1,5,4,1,1,2,2,1,2,2,2,2,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,2,1,2,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,3,1,3,2,1,1,2,1,2,2,2,1,3,1,1,2,2,3,2,2,3,1,2,NA,1,1,1,2,4,2,1,5,2,1,1,1,1,1,2,2,10000,5,2,NA,2,8,1,1,4,1,1,6,1,4,0.418087486428859
"35",106613,2020-07-19 06:32:33,2020-07-19 07:02:07,2,1,2,1,5,5,2,2,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,2,2,4,1,2,1,1,1,2,1,2,2,2,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,3,2,3,1,3,2,2,2,2,1,2,1,1,1,1,1,3,1,2,3,2,NA,1,1,2,3,4,1,99,99,2,2,2,1,1,1,1,1,1300,4,2,NA,2,2,3,1,4,1,2,6,1,4,0.581749398912982
"36",106885,2020-07-14 16:54:09,2020-07-14 17:08:04,1,1,1,1,1,5,1,1,1,1,3,2,2,1,1,2,2,2,2,4,1,3,2,1,2,3,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,1,3,NA,NA,NA,2,1,2,1,1,2,1,4,4,1,1,2,2,1,2,1,2,1,1,NA,2,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2,4,4,2,4,2,2,2,2,4,4,1,2,4,2,2,2,4,1,4,4,1,1,NA,1,1,4,9,4,2,1,5,1,5,3,1,1,1,2,2,10000,1,1,NA,1,9,1,1,1,1,1,1,1,1,0.328775039258736
"37",106960,2020-07-17 20:58:13,2020-07-17 21:20:40,1,1,1,2,2,5,1,2,1,4,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,4,4,1,1,1,2,2,2,2,1,2,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,2,3,NA,3,1,NA,2,3,2,2,1,NA,NA,NA,2,2,1,2,3,2,NA,1,1,2,3,4,2,2,3,2,1,1,1,1,1,2,2,10000,2,2,NA,2,5,2,1,3,1,2,6,1,3,0.674992577890065
"38",107017,2020-07-17 13:30:56,2020-07-17 14:05:16,2,1,2,1,2,5,2,3,1,3,2,1,1,1,2,2,1,2,2,2,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,1,NA,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,3,1,2,1,1,NA,2,2,NA,2,3,2,2,2,NA,NA,NA,2,2,2,3,1,1,NA,2,2,3,5,3,2,1,5,2,1,1,1,1,4,1,1,1200,4,1,NA,1,7,1,1,3,1,1,6,1,2,0.42205243992968
"39",107023,2020-07-17 22:43:37,2020-07-18 00:39:52,1,1,1,1,4,5,1,4,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,2,1,1,2,2,2,2,4,4,1,1,1,1,1,2,1,3,1,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,3,1,3,2,4,1,2,2,2,3,3,2,2,2,3,2,1,2,3,2,3,3,4,2,NA,1,3,5,3,2,2,4,2,2,2,1,1,2,1,1,1300,1,4,2,2,4,2,1,4,1,1,6,1,4,0.44068495668463
"40",107329,2020-07-14 22:00:38,2020-07-14 22:09:46,2,1,2,1,5,5,2,2,5,5,1,1,1,2,2,2,2,2,2,2,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,2,NA,2,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,2,4,4,4,1,3,1,2,1,1,1,1,2,1,2,2,1,3,1,1,3,2,NA,1,1,1,2,3,2,1,5,2,2,2,1,1,6,2,2,10000,5,2,NA,2,5,2,1,5,1,2,6,1,4,0.700699902241472
"41",107612,2020-07-16 02:18:07,2020-07-16 02:35:49,1,1,2,2,1,5,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,NA,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,3,2,2,1,4,1,1,1,3,1,1,4,2,4,4,4,2,NA,1,1,3,5,4,2,2,3,2,2,2,1,1,3,1,2,1300,6,2,NA,2,6,2,1,4,1,1,6,1,4,0.444301467501832
"42",107668,2020-07-14 16:37:14,2020-07-14 17:38:18,2,1,2,1,5,5,2,2,4,5,1,1,1,2,2,1,2,2,2,3,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,1,2,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,NA,2,2,3,7,3,2,1,5,2,1,1,1,1,6,1,2,1200,6,1,NA,1,6,2,1,3,1,1,6,1,2,0.591780500304994
"43",108035,2020-07-19 17:23:24,2020-07-19 17:35:59,1,1,1,1,5,5,5,5,5,5,99,5,1,2,2,2,2,2,2,4,1,3,1,1,1,3,3,2,2,1,1,2,1,2,NA,NA,NA,NA,1,3,2,2,1,1,1,1,1,1,1,1,4,4,2,NA,2,3,1,3,2,2,1,1,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,2,1,2,2,4,NA,2,2,NA,2,2,2,2,1,NA,NA,NA,4,1,4,4,1,3,1,NA,1,4,8,3,1,3,1,2,1,1,1,1,1,1,2,1100,3,3,1,1,8,1,1,2,1,1,6,1,1,1.25140627889633
"44",108169,2020-07-14 22:28:54,2020-07-14 23:29:22,1,1,2,1,5,5,1,2,5,5,2,2,1,2,2,2,2,2,2,3,1,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,99,1,2,3,2,NA,2,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,3,2,4,4,2,3,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,3,2,NA,1,1,2,3,2,2,1,6,2,1,1,1,1,1,12,NA,1e+05,6,2,NA,2,6,2,1,4,1,1,6,1,4,0.346646897730775
"45",108348,2020-07-15 21:02:56,2020-07-15 21:14:52,1,1,1,1,5,5,1,1,1,1,2,1,2,2,1,2,2,2,2,3,1,3,1,1,1,3,3,1,3,2,NA,NA,NA,NA,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,4,4,1,1,2,3,2,3,1,2,2,2,NA,2,2,4,4,4,3,1,3,2,2,2,NA,NA,NA,NA,NA,NA,3,2,3,4,2,4,4,4,4,2,3,2,1,3,4,3,4,3,3,1,2,3,3,3,4,3,3,1,NA,1,4,8,3,2,2,3,2,1,1,1,1,6,1,1,1100,2,3,1,1,5,2,1,2,1,2,6,1,1,0.777184517038826
"46",108447,2020-07-14 22:57:40,2020-07-15 03:18:24,2,1,2,1,1,5,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,3,1,1,2,3,NA,99,2,2,3,4,3,3,3,2,1,1,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,2,2,4,1,2,2,2,2,2,4,2,2,3,2,1,2,99,2,2,2,1,NA,2,1,3,5,4,2,1,5,2,1,1,1,1,3,1,2,1200,4,1,NA,1,5,2,1,2,1,2,6,1,1,1.01417796921474
"47",108592,2020-07-14 21:30:55,2020-07-14 22:03:35,1,1,1,2,5,5,2,5,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,2,2,1,1,2,1,2,2,4,4,1,1,1,1,1,1,1,2,1,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,4,1,3,2,2,2,1,2,2,1,3,1,2,2,3,1,2,3,2,NA,1,1,2,3,4,2,2,4,2,2,2,1,1,3,1,2,1300,2,2,NA,2,4,2,1,3,1,1,6,1,3,0.459661543924899
"48",108909,2020-07-16 05:35:26,2020-07-16 06:05:09,3,1,2,2,2,5,1,1,1,4,1,2,1,1,2,2,1,2,2,2,99,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,1,2,1,3,4,1,1,2,2,1,1,2,2,1,NA,3,3,3,2,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,3,2,NA,3,2,2,3,3,4,NA,2,99,NA,3,3,2,3,2,NA,NA,NA,2,3,2,3,4,2,NA,2,1,2,3,3,2,3,1,2,1,1,1,1,5,2,2,10000,4,2,NA,2,2,3,3,4,2,1,6,1,4,1.6513387518639
"49",109143,2020-07-14 16:13:52,2020-07-14 17:36:06,1,1,2,2,5,5,1,4,1,5,2,1,2,2,2,2,1,2,2,4,1,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,1,NA,3,2,3,2,2,4,NA,NA,NA,NA,NA,NA,1,1,3,1,2,1,3,2,NA,2,2,2,2,3,2,NA,2,2,NA,3,3,3,2,3,NA,NA,NA,3,1,2,2,2,1,NA,1,1,3,5,2,2,3,2,2,1,1,1,1,1,1,2,1200,5,1,NA,1,6,2,1,3,1,1,6,1,2,0.8283760477885
"50",109188,2020-07-17 03:07:06,2020-07-17 03:34:28,2,1,1,1,2,3,1,1,1,2,3,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,1,2,1,2,2,4,4,1,2,1,1,1,2,1,2,2,1,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,3,1,2,2,3,2,2,1,1,1,1,1,2,2,99,1,3,2,1,2,3,2,NA,1,2,3,4,2,1,6,2,1,1,1,1,3,2,2,10000,2,3,2,2,99,99,1,3,1,1,6,1,3,0.472153469148181
"51",110129,2020-07-16 16:41:07,2020-07-16 16:54:36,1,1,1,1,1,5,1,2,1,1,2,2,1,2,1,1,2,2,2,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,3,3,2,1,2,2,2,1,2,2,2,2,4,4,1,1,1,1,1,2,1,2,1,3,NA,2,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,2,4,4,4,2,2,2,2,3,3,2,4,3,2,2,2,3,2,3,3,3,4,1,NA,1,2,4,4,2,1,5,2,1,1,1,1,1,1,1,1100,1,4,1,1,6,2,1,2,1,1,6,1,1,0.552819079619629
"52",110261,2020-07-17 19:30:58,2020-07-17 19:50:00,2,1,2,2,1,5,1,1,5,5,4,1,1,1,2,2,2,2,2,4,1,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,2,3,2,NA,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,1,NA,4,4,4,4,4,4,NA,2,1,NA,3,3,1,3,2,NA,NA,NA,3,2,2,2,1,1,NA,1,2,2,3,2,2,2,4,2,1,1,1,1,1,12,NA,1e+05,6,1,NA,1,8,1,3,3,1,2,6,1,2,1.65953359909831
"53",110353,2020-07-14 22:12:17,2020-07-16 19:57:10,2,1,1,2,2,5,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,3,2,2,3,2,2,2,1,2,2,2,2,4,4,1,99,1,2,1,1,1,2,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,2,2,99,2,2,2,2,2,2,2,1,2,2,2,2,2,1,NA,1,1,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1100,2,1,NA,1,6,2,1,2,1,1,6,1,1,0.412672532925203
"54",110361,2020-07-15 12:05:27,2020-07-15 12:20:09,1,1,2,1,1,5,1,1,5,5,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,2,1,2,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,1,4,4,3,NA,2,2,NA,2,3,3,4,2,NA,NA,NA,3,2,3,4,3,4,2,NA,1,3,5,4,1,1,6,2,1,1,1,6,1,9,NA,1e+05,5,4,2,2,8,1,1,3,1,1,6,4,3,0.489124586731028
"55",111646,2020-07-17 13:56:51,2020-07-18 16:03:00,2,1,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,2,2,3,1,1,3,2,1,99,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2,1,1,2,1,2,2,4,4,1,2,1,1,1,2,1,2,1,NA,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,2,2,2,2,99,3,2,2,2,2,3,2,2,2,2,3,2,3,2,NA,1,1,4,8,4,2,1,5,2,1,1,1,1,1,3,2,20000,2,2,NA,2,8,1,1,3,1,1,6,1,3,0.43813268820735
"56",111665,2020-07-16 18:45:06,2020-07-16 18:59:06,1,1,2,1,2,5,1,2,1,4,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,1,2,2,4,4,1,2,1,1,1,2,2,2,1,1,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,1,1,3,2,2,NA,2,2,NA,1,1,2,2,2,NA,NA,NA,2,1,1,1,2,2,NA,1,1,4,9,3,2,2,3,1,1,3,1,1,1,2,1,10000,4,2,NA,2,7,1,1,4,1,1,1,1,4,0.202806153258125
"57",111927,2020-07-17 15:07:35,2020-07-17 15:26:56,1,1,1,2,3,5,4,1,1,1,1,2,2,1,2,1,2,2,2,4,1,2,2,1,2,3,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,2,2,2,2,2,2,2,4,4,1,2,3,3,2,3,1,2,1,NA,4,1,2,4,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,1,2,2,2,1,3,1,4,4,2,2,1,4,1,4,4,1,4,99,NA,1,2,3,4,2,3,2,2,1,1,1,1,3,12,NA,1e+05,1,4,99,9,2,3,2,3,1,1,6,1,9,1.46434241386697
"58",112238,2020-07-14 22:36:57,2020-07-14 22:46:03,1,1,2,2,5,5,1,2,4,5,1,1,1,2,2,2,2,2,2,2,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,2,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,1,NA,1,4,8,3,2,3,2,2,1,1,1,1,5,12,NA,1e+05,5,3,1,1,5,2,1,2,1,2,6,1,1,1.90544165250642
"59",112371,2020-07-15 01:54:11,2020-07-15 02:14:51,2,1,2,1,5,5,1,1,1,2,2,1,99,2,2,2,2,2,2,4,1,4,1,1,2,1,NA,2,4,2,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,2,1,2,2,1,2,2,2,4,2,NA,2,2,1,1,1,3,1,3,NA,3,2,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,2,4,4,4,4,4,2,1,1,2,4,4,1,4,1,2,2,4,1,4,4,1,3,2,NA,1,1,2,3,2,2,3,1,99,3,1,1,1,2,2,10000,4,3,2,2,4,2,1,3,1,1,3,1,3,0.0578333230964408
"60",112495,2020-07-16 16:29:28,2020-07-16 16:37:45,1,1,2,2,1,5,4,2,1,3,2,2,1,1,2,1,1,2,1,4,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,2,2,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,4,3,2,2,3,3,3,1,3,1,2,4,2,2,4,2,2,2,1,3,1,3,4,1,2,NA,1,1,2,4,3,2,1,6,2,1,1,1,1,2,10,NA,1e+05,6,2,NA,2,8,1,1,4,1,1,6,1,4,0.251651181800402
"61",112517,2020-07-14 18:23:47,2020-07-15 14:44:02,2,1,1,1,3,4,1,2,1,1,2,3,1,2,1,2,2,2,2,4,1,3,1,2,1,3,3,1,2,2,1,1,3,3,1,1,1,2,1,3,1,3,1,2,1,1,2,2,1,2,4,4,1,2,2,2,1,2,1,2,1,2,NA,2,99,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,1,1,4,4,3,2,2,2,2,3,2,1,2,2,3,1,1,3,1,3,3,2,3,2,NA,1,2,3,3,2,1,6,2,1,1,1,1,1,1,1,1100,2,3,2,2,7,1,1,2,1,1,6,1,3,0.341825491041777
"62",112715,2020-07-13 20:57:09,2020-07-13 21:58:08,1,1,2,2,2,2,1,1,4,4,2,1,1,1,2,1,2,2,2,2,1,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,2,1,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,4,3,4,1,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,2,4,2,3,2,NA,1,1,1,3,1,1,6,2,1,1,1,1,1,2,2,10000,5,3,2,2,7,1,1,3,1,1,6,1,3,0.334316114633932
"63",112984,2020-07-14 22:23:34,2020-07-14 22:50:05,2,1,2,2,1,5,1,2,5,5,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,2,1,NA,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,1,3,3,1,3,3,2,1,3,3,2,1,4,2,2,1,3,2,2,4,2,2,2,1,1,2,2,1,2,1,2,2,2,NA,1,1,3,5,3,2,1,6,2,1,1,1,1,1,12,NA,1e+05,5,2,NA,2,8,1,1,5,2,1,6,1,4,0.440618998323433
"64",113248,2020-07-15 12:00:33,2020-07-15 12:14:02,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,NA,NA,2,1,3,3,1,2,2,1,3,1,99,1,1,1,1,1,3,1,1,1,2,2,1,2,2,2,2,4,4,1,1,1,3,1,3,2,1,1,2,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,1,4,2,4,NA,2,2,NA,2,1,1,3,1,NA,NA,NA,2,2,2,3,2,4,2,NA,1,3,5,3,1,1,6,2,99,99,1,1,1,11,2,40002,2,4,2,2,9,1,1,2,1,2,6,1,3,0.662899680178712
"65",113274,2020-07-16 12:42:48,2020-07-16 12:48:03,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,2,NA,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,NA,1,1,1,3,1,2,4,2,3,5,1,1,6,1,2,1200,4,3,2,2,3,3,1,3,1,2,6,1,3,1.34207864410639
